noisy_path,clean_path,noise_type,bucket,snr_db,split
data/processed/val/2086-149220-0029__1-18527-B-44__10db__noisy.wav,data/processed/val/2086-149220-0029__1-18527-B-44__10db__clean.wav,1-18527-B-44,stationary,10,val
data/processed/val/2277-149896-0017__4-186962-A-44__5db__noisy.wav,data/processed/val/2277-149896-0017__4-186962-A-44__5db__clean.wav,4-186962-A-44,stationary,5,val
data/processed/val/2086-149220-0047__2-117615-B-48__0db__noisy.wav,data/processed/val/2086-149220-0047__2-117615-B-48__0db__clean.wav,2-117615-B-48,impulsive,0,val
data/processed/val/2277-149896-0007__2-135649-B-45__5db__noisy.wav,data/processed/val/2277-149896-0007__2-135649-B-45__5db__clean.wav,2-135649-B-45,stationary,5,val
data/processed/val/2277-149896-0009__2-117615-B-48__neg5db__noisy.wav,data/processed/val/2277-149896-0009__2-117615-B-48__neg5db__clean.wav,2-117615-B-48,impulsive,-5,val
data/processed/val/2277-149896-0009__3-143560-A-47__neg5db__noisy.wav,data/processed/val/2277-149896-0009__3-143560-A-47__neg5db__clean.wav,3-143560-A-47,stationary,-5,val
data/processed/val/7976-105575-0022__3-118657-B-41__5db__noisy.wav,data/processed/val/7976-105575-0022__3-118657-B-41__5db__clean.wav,3-118657-B-41,stationary,5,val
data/processed/val/5338-284437-0032__4-175000-C-40__neg5db__noisy.wav,data/processed/val/5338-284437-0032__4-175000-C-40__neg5db__clean.wav,4-175000-C-40,stationary,-5,val
data/processed/val/5536-43359-0014__1-11687-A-47__5db__noisy.wav,data/processed/val/5536-43359-0014__1-11687-A-47__5db__clean.wav,1-11687-A-47,stationary,5,val
data/processed/val/5536-43363-0014__1-18527-B-44__0db__noisy.wav,data/processed/val/5536-43363-0014__1-18527-B-44__0db__clean.wav,1-18527-B-44,stationary,0,val
data/processed/val/5536-43363-0005__2-117615-B-48__0db__noisy.wav,data/processed/val/5536-43363-0005__2-117615-B-48__0db__clean.wav,2-117615-B-48,impulsive,0,val
data/processed/val/5536-43359-0004__1-43807-D-47__5db__noisy.wav,data/processed/val/5536-43359-0004__1-43807-D-47__5db__clean.wav,1-43807-D-47,stationary,5,val
data/processed/val/174-50561-0014__4-175000-B-40__0db__noisy.wav,data/processed/val/174-50561-0014__4-175000-B-40__0db__clean.wav,4-175000-B-40,stationary,0,val
data/processed/val/2277-149896-0005__4-161105-A-47__5db__noisy.wav,data/processed/val/2277-149896-0005__4-161105-A-47__5db__clean.wav,4-161105-A-47,stationary,5,val
data/processed/val/7976-110523-0014__1-43807-D-47__0db__noisy.wav,data/processed/val/7976-110523-0014__1-43807-D-47__0db__clean.wav,1-43807-D-47,stationary,0,val
data/processed/val/7976-105575-0013__4-119648-B-48__10db__noisy.wav,data/processed/val/7976-105575-0013__4-119648-B-48__10db__clean.wav,4-119648-B-48,impulsive,10,val
data/processed/val/7976-110523-0004__1-11687-A-47__5db__noisy.wav,data/processed/val/7976-110523-0004__1-11687-A-47__5db__clean.wav,1-11687-A-47,stationary,5,val
data/processed/val/7976-110124-0012__2-122066-B-45__neg5db__noisy.wav,data/processed/val/7976-110124-0012__2-122066-B-45__neg5db__clean.wav,2-122066-B-45,stationary,-5,val
data/processed/val/2277-149897-0007__1-11687-A-47__neg5db__noisy.wav,data/processed/val/2277-149897-0007__1-11687-A-47__neg5db__clean.wav,1-11687-A-47,stationary,-5,val
data/processed/val/5338-24640-0004__2-122066-B-45__5db__noisy.wav,data/processed/val/5338-24640-0004__2-122066-B-45__5db__clean.wav,2-122066-B-45,stationary,5,val
data/processed/val/5536-43363-0013__4-195451-A-44__neg5db__noisy.wav,data/processed/val/5536-43363-0013__4-195451-A-44__neg5db__clean.wav,4-195451-A-44,stationary,-5,val
data/processed/val/5338-284437-0027__1-22882-A-44__5db__noisy.wav,data/processed/val/5338-284437-0027__1-22882-A-44__5db__clean.wav,1-22882-A-44,stationary,5,val
data/processed/val/2277-149896-0000__1-11687-A-47__neg5db__noisy.wav,data/processed/val/2277-149896-0000__1-11687-A-47__neg5db__clean.wav,1-11687-A-47,stationary,-5,val
data/processed/val/174-84280-0007__3-118658-B-41__10db__noisy.wav,data/processed/val/174-84280-0007__3-118658-B-41__10db__clean.wav,3-118658-B-41,stationary,10,val
data/processed/val/7976-105575-0020__4-169127-B-41__0db__noisy.wav,data/processed/val/7976-105575-0020__4-169127-B-41__0db__clean.wav,4-169127-B-41,stationary,0,val
data/processed/val/2086-149220-0000__3-159445-B-45__0db__noisy.wav,data/processed/val/2086-149220-0000__3-159445-B-45__0db__clean.wav,3-159445-B-45,stationary,0,val
data/processed/val/7976-105575-0024__3-150979-C-40__5db__noisy.wav,data/processed/val/7976-105575-0024__3-150979-C-40__5db__clean.wav,3-150979-C-40,stationary,5,val
data/processed/val/5338-24640-0007__1-22882-A-44__neg5db__noisy.wav,data/processed/val/5338-24640-0007__1-22882-A-44__neg5db__clean.wav,1-22882-A-44,stationary,-5,val
data/processed/val/7976-105575-0002__4-119648-B-48__10db__noisy.wav,data/processed/val/7976-105575-0002__4-119648-B-48__10db__clean.wav,4-119648-B-48,impulsive,10,val
data/processed/val/7976-110124-0005__1-88409-B-45__0db__noisy.wav,data/processed/val/7976-110124-0005__1-88409-B-45__0db__clean.wav,1-88409-B-45,stationary,0,val
data/processed/val/2277-149897-0012__2-122066-B-45__5db__noisy.wav,data/processed/val/2277-149897-0012__2-122066-B-45__5db__clean.wav,2-122066-B-45,stationary,5,val
data/processed/val/5536-43363-0008__2-117616-A-48__0db__noisy.wav,data/processed/val/5536-43363-0008__2-117616-A-48__0db__clean.wav,2-117616-A-48,impulsive,0,val
data/processed/val/5338-284437-0010__2-117615-C-48__0db__noisy.wav,data/processed/val/5338-284437-0010__2-117615-C-48__0db__clean.wav,2-117615-C-48,impulsive,0,val
data/processed/val/5536-43359-0018__2-117616-A-48__neg5db__noisy.wav,data/processed/val/5536-43359-0018__2-117616-A-48__neg5db__clean.wav,2-117616-A-48,impulsive,-5,val
data/processed/val/5536-43358-0011__1-116765-A-41__0db__noisy.wav,data/processed/val/5536-43358-0011__1-116765-A-41__0db__clean.wav,1-116765-A-41,stationary,0,val
data/processed/val/5338-284437-0025__1-61261-A-44__0db__noisy.wav,data/processed/val/5338-284437-0025__1-61261-A-44__0db__clean.wav,1-61261-A-44,stationary,0,val
data/processed/val/5536-43358-0000__4-175000-B-40__0db__noisy.wav,data/processed/val/5536-43358-0000__4-175000-B-40__0db__clean.wav,4-175000-B-40,stationary,0,val
data/processed/val/2277-149897-0024__2-117615-B-48__neg5db__noisy.wav,data/processed/val/2277-149897-0024__2-117615-B-48__neg5db__clean.wav,2-117615-B-48,impulsive,-5,val
data/processed/val/5536-43358-0000__2-165801-A-48__5db__noisy.wav,data/processed/val/5536-43358-0000__2-165801-A-48__5db__clean.wav,2-165801-A-48,impulsive,5,val
data/processed/val/2086-149220-0049__4-195451-A-44__10db__noisy.wav,data/processed/val/2086-149220-0049__4-195451-A-44__10db__clean.wav,4-195451-A-44,stationary,10,val
data/processed/val/2086-149220-0021__1-43807-D-47__10db__noisy.wav,data/processed/val/2086-149220-0021__1-43807-D-47__10db__clean.wav,1-43807-D-47,stationary,10,val
data/processed/val/5338-284437-0029__1-11687-A-47__0db__noisy.wav,data/processed/val/5338-284437-0029__1-11687-A-47__0db__clean.wav,1-11687-A-47,stationary,0,val
data/processed/val/2086-149220-0022__2-37806-D-40__neg5db__noisy.wav,data/processed/val/2086-149220-0022__2-37806-D-40__neg5db__clean.wav,2-37806-D-40,stationary,-5,val
data/processed/val/2277-149897-0016__4-169127-B-41__0db__noisy.wav,data/processed/val/2277-149897-0016__4-169127-B-41__0db__clean.wav,4-169127-B-41,stationary,0,val
data/processed/val/174-168635-0005__2-117615-B-48__neg5db__noisy.wav,data/processed/val/174-168635-0005__2-117615-B-48__neg5db__clean.wav,2-117615-B-48,impulsive,-5,val
data/processed/val/2086-149214-0004__2-117615-B-48__0db__noisy.wav,data/processed/val/2086-149214-0004__2-117615-B-48__0db__clean.wav,2-117615-B-48,impulsive,0,val
data/processed/val/174-84280-0003__4-161103-A-47__5db__noisy.wav,data/processed/val/174-84280-0003__4-161103-A-47__5db__clean.wav,4-161103-A-47,stationary,5,val
data/processed/val/5536-43363-0001__2-122067-A-45__neg5db__noisy.wav,data/processed/val/5536-43363-0001__2-122067-A-45__neg5db__clean.wav,2-122067-A-45,stationary,-5,val
data/processed/val/7976-110523-0004__2-122067-A-45__10db__noisy.wav,data/processed/val/7976-110523-0004__2-122067-A-45__10db__clean.wav,2-122067-A-45,stationary,10,val
data/processed/val/174-168635-0016__1-160563-A-48__neg5db__noisy.wav,data/processed/val/174-168635-0016__1-160563-A-48__neg5db__clean.wav,1-160563-A-48,impulsive,-5,val
data/processed/val/174-50561-0008__5-197121-A-45__5db__noisy.wav,data/processed/val/174-50561-0008__5-197121-A-45__5db__clean.wav,5-197121-A-45,stationary,5,val
data/processed/val/2086-149220-0012__1-18527-B-44__neg5db__noisy.wav,data/processed/val/2086-149220-0012__1-18527-B-44__neg5db__clean.wav,1-18527-B-44,stationary,-5,val
data/processed/val/2277-149896-0009__1-61261-A-44__0db__noisy.wav,data/processed/val/2277-149896-0009__1-61261-A-44__0db__clean.wav,1-61261-A-44,stationary,0,val
data/processed/val/5338-24640-0007__2-37806-B-40__0db__noisy.wav,data/processed/val/5338-24640-0007__2-37806-B-40__0db__clean.wav,2-37806-B-40,stationary,0,val
data/processed/val/5536-43359-0003__1-22882-A-44__5db__noisy.wav,data/processed/val/5536-43359-0003__1-22882-A-44__5db__clean.wav,1-22882-A-44,stationary,5,val
data/processed/val/2086-149220-0021__4-119648-B-48__0db__noisy.wav,data/processed/val/2086-149220-0021__4-119648-B-48__0db__clean.wav,4-119648-B-48,impulsive,0,val
data/processed/val/2277-149896-0020__2-117616-A-48__neg5db__noisy.wav,data/processed/val/2277-149896-0020__2-117616-A-48__neg5db__clean.wav,2-117616-A-48,impulsive,-5,val
data/processed/val/174-50561-0004__4-175000-C-40__5db__noisy.wav,data/processed/val/174-50561-0004__4-175000-C-40__5db__clean.wav,4-175000-C-40,stationary,5,val
data/processed/val/2277-149896-0016__5-197121-A-45__10db__noisy.wav,data/processed/val/2277-149896-0016__5-197121-A-45__10db__clean.wav,5-197121-A-45,stationary,10,val
data/processed/val/5536-43358-0014__5-235956-A-47__0db__noisy.wav,data/processed/val/5536-43358-0014__5-235956-A-47__0db__clean.wav,5-235956-A-47,stationary,0,val
data/processed/val/5536-43359-0011__1-88409-B-45__neg5db__noisy.wav,data/processed/val/5536-43359-0011__1-88409-B-45__neg5db__clean.wav,1-88409-B-45,stationary,-5,val
data/processed/val/5338-284437-0017__5-197121-A-45__5db__noisy.wav,data/processed/val/5338-284437-0017__5-197121-A-45__5db__clean.wav,5-197121-A-45,stationary,5,val
data/processed/val/2277-149897-0024__1-88409-B-45__0db__noisy.wav,data/processed/val/2277-149897-0024__1-88409-B-45__0db__clean.wav,1-88409-B-45,stationary,0,val
data/processed/val/2277-149874-0005__2-106849-A-47__0db__noisy.wav,data/processed/val/2277-149874-0005__2-106849-A-47__0db__clean.wav,2-106849-A-47,stationary,0,val
data/processed/val/174-168635-0006__1-88409-B-45__0db__noisy.wav,data/processed/val/174-168635-0006__1-88409-B-45__0db__clean.wav,1-88409-B-45,stationary,0,val
data/processed/val/7976-105575-0015__2-117615-C-48__neg5db__noisy.wav,data/processed/val/7976-105575-0015__2-117615-C-48__neg5db__clean.wav,2-117615-C-48,impulsive,-5,val
data/processed/val/5536-43358-0005__1-64473-A-45__0db__noisy.wav,data/processed/val/5536-43358-0005__1-64473-A-45__0db__clean.wav,1-64473-A-45,stationary,0,val
data/processed/val/2086-149220-0012__1-11687-A-47__neg5db__noisy.wav,data/processed/val/2086-149220-0012__1-11687-A-47__neg5db__clean.wav,1-11687-A-47,stationary,-5,val
data/processed/val/7976-110523-0009__5-197121-A-45__5db__noisy.wav,data/processed/val/7976-110523-0009__5-197121-A-45__5db__clean.wav,5-197121-A-45,stationary,5,val
data/processed/val/5338-284437-0018__4-175000-B-40__0db__noisy.wav,data/processed/val/5338-284437-0018__4-175000-B-40__0db__clean.wav,4-175000-B-40,stationary,0,val
data/processed/val/5338-284437-0025__3-118658-B-41__0db__noisy.wav,data/processed/val/5338-284437-0025__3-118658-B-41__0db__clean.wav,3-118658-B-41,stationary,0,val
data/processed/val/2277-149896-0022__4-119648-B-48__0db__noisy.wav,data/processed/val/2277-149896-0022__4-119648-B-48__0db__clean.wav,4-119648-B-48,impulsive,0,val
data/processed/val/2277-149896-0015__1-18527-B-44__0db__noisy.wav,data/processed/val/2277-149896-0015__1-18527-B-44__0db__clean.wav,1-18527-B-44,stationary,0,val
data/processed/val/2277-149897-0021__1-43807-D-47__5db__noisy.wav,data/processed/val/2277-149897-0021__1-43807-D-47__5db__clean.wav,1-43807-D-47,stationary,5,val
data/processed/val/5338-24640-0004__2-117615-C-48__10db__noisy.wav,data/processed/val/5338-24640-0004__2-117615-C-48__10db__clean.wav,2-117615-C-48,impulsive,10,val
data/processed/val/2277-149896-0031__4-161579-A-40__10db__noisy.wav,data/processed/val/2277-149896-0031__4-161579-A-40__10db__clean.wav,4-161579-A-40,stationary,10,val
data/processed/val/7976-110124-0021__2-37806-D-40__neg5db__noisy.wav,data/processed/val/7976-110124-0021__2-37806-D-40__neg5db__clean.wav,2-37806-D-40,stationary,-5,val
data/processed/val/5536-43363-0014__1-18527-B-44__10db__noisy.wav,data/processed/val/5536-43363-0014__1-18527-B-44__10db__clean.wav,1-18527-B-44,stationary,10,val
data/processed/val/5338-24615-0012__2-122067-A-45__10db__noisy.wav,data/processed/val/5338-24615-0012__2-122067-A-45__10db__clean.wav,2-122067-A-45,stationary,10,val
data/processed/val/2277-149897-0004__4-175000-B-40__neg5db__noisy.wav,data/processed/val/2277-149897-0004__4-175000-B-40__neg5db__clean.wav,4-175000-B-40,stationary,-5,val
data/processed/val/5536-43358-0015__1-64473-A-45__neg5db__noisy.wav,data/processed/val/5536-43358-0015__1-64473-A-45__neg5db__clean.wav,1-64473-A-45,stationary,-5,val
data/processed/val/174-50561-0006__4-165845-B-45__0db__noisy.wav,data/processed/val/174-50561-0006__4-165845-B-45__0db__clean.wav,4-165845-B-45,stationary,0,val
data/processed/val/5536-43359-0018__4-186962-A-44__5db__noisy.wav,data/processed/val/5536-43359-0018__4-186962-A-44__5db__clean.wav,4-186962-A-44,stationary,5,val
data/processed/val/7976-110124-0024__2-122066-B-45__5db__noisy.wav,data/processed/val/7976-110124-0024__2-122066-B-45__5db__clean.wav,2-122066-B-45,stationary,5,val
data/processed/val/174-84280-0008__1-43807-D-47__0db__noisy.wav,data/processed/val/174-84280-0008__1-43807-D-47__0db__clean.wav,1-43807-D-47,stationary,0,val
data/processed/val/5536-43363-0002__2-122066-B-45__0db__noisy.wav,data/processed/val/5536-43363-0002__2-122066-B-45__0db__clean.wav,2-122066-B-45,stationary,0,val
data/processed/val/7976-110124-0017__239137__qubodup__artillery-gunfire__5db__noisy.wav,data/processed/val/7976-110124-0017__239137__qubodup__artillery-gunfire__5db__clean.wav,239137__qubodup__artillery-gunfire,impulsive,5,val
data/processed/val/2277-149897-0006__2-117615-C-48__0db__noisy.wav,data/processed/val/2277-149897-0006__2-117615-C-48__0db__clean.wav,2-117615-C-48,impulsive,0,val
data/processed/val/5338-24640-0003__1-116765-A-41__neg5db__noisy.wav,data/processed/val/5338-24640-0003__1-116765-A-41__neg5db__clean.wav,1-116765-A-41,stationary,-5,val
data/processed/val/7976-105575-0023__2-117615-C-48__neg5db__noisy.wav,data/processed/val/7976-105575-0023__2-117615-C-48__neg5db__clean.wav,2-117615-C-48,impulsive,-5,val
data/processed/val/2277-149896-0017__4-195451-A-44__5db__noisy.wav,data/processed/val/2277-149896-0017__4-195451-A-44__5db__clean.wav,4-195451-A-44,stationary,5,val
data/processed/val/174-50561-0010__1-43807-D-47__0db__noisy.wav,data/processed/val/174-50561-0010__1-43807-D-47__0db__clean.wav,1-43807-D-47,stationary,0,val
data/processed/val/2277-149896-0016__4-186962-A-44__10db__noisy.wav,data/processed/val/2277-149896-0016__4-186962-A-44__10db__clean.wav,4-186962-A-44,stationary,10,val
data/processed/val/7976-105575-0000__1-88409-B-45__5db__noisy.wav,data/processed/val/7976-105575-0000__1-88409-B-45__5db__clean.wav,1-88409-B-45,stationary,5,val
data/processed/val/2277-149897-0022__4-165791-A-45__10db__noisy.wav,data/processed/val/2277-149897-0022__4-165791-A-45__10db__clean.wav,4-165791-A-45,stationary,10,val
data/processed/val/2277-149897-0026__3-143560-A-47__0db__noisy.wav,data/processed/val/2277-149897-0026__3-143560-A-47__0db__clean.wav,3-143560-A-47,stationary,0,val
data/processed/val/2086-149220-0042__2-117616-A-48__neg5db__noisy.wav,data/processed/val/2086-149220-0042__2-117616-A-48__neg5db__clean.wav,2-117616-A-48,impulsive,-5,val
data/processed/val/2277-149897-0035__1-11687-A-47__10db__noisy.wav,data/processed/val/2277-149897-0035__1-11687-A-47__10db__clean.wav,1-11687-A-47,stationary,10,val
data/processed/val/2277-149874-0002__239137__qubodup__artillery-gunfire__5db__noisy.wav,data/processed/val/2277-149874-0002__239137__qubodup__artillery-gunfire__5db__clean.wav,239137__qubodup__artillery-gunfire,impulsive,5,val
data/processed/val/174-168635-0012__1-160563-A-48__neg5db__noisy.wav,data/processed/val/174-168635-0012__1-160563-A-48__neg5db__clean.wav,1-160563-A-48,impulsive,-5,val
data/processed/val/5338-284437-0011__1-160563-A-48__5db__noisy.wav,data/processed/val/5338-284437-0011__1-160563-A-48__5db__clean.wav,1-160563-A-48,impulsive,5,val
data/processed/val/5536-43359-0002__3-115387-A-47__5db__noisy.wav,data/processed/val/5536-43359-0002__3-115387-A-47__5db__clean.wav,3-115387-A-47,stationary,5,val
data/processed/val/174-84280-0004__1-172649-B-40__neg5db__noisy.wav,data/processed/val/174-84280-0004__1-172649-B-40__neg5db__clean.wav,1-172649-B-40,stationary,-5,val
data/processed/val/5536-43358-0004__3-115387-A-47__5db__noisy.wav,data/processed/val/5536-43358-0004__3-115387-A-47__5db__clean.wav,3-115387-A-47,stationary,5,val
data/processed/val/5338-284437-0026__3-143560-A-47__0db__noisy.wav,data/processed/val/5338-284437-0026__3-143560-A-47__0db__clean.wav,3-143560-A-47,stationary,0,val
data/processed/val/7976-110523-0018__2-117615-B-48__10db__noisy.wav,data/processed/val/7976-110523-0018__2-117615-B-48__10db__clean.wav,2-117615-B-48,impulsive,10,val
data/processed/val/174-84280-0002__1-18527-B-44__0db__noisy.wav,data/processed/val/174-84280-0002__1-18527-B-44__0db__clean.wav,1-18527-B-44,stationary,0,val
data/processed/val/2277-149896-0010__4-165791-A-45__0db__noisy.wav,data/processed/val/2277-149896-0010__4-165791-A-45__0db__clean.wav,4-165791-A-45,stationary,0,val
data/processed/val/5338-24615-0004__3-115387-A-47__0db__noisy.wav,data/processed/val/5338-24615-0004__3-115387-A-47__0db__clean.wav,3-115387-A-47,stationary,0,val
data/processed/val/5536-43363-0015__4-119648-B-48__10db__noisy.wav,data/processed/val/5536-43363-0015__4-119648-B-48__10db__clean.wav,4-119648-B-48,impulsive,10,val
data/processed/val/5338-284437-0030__239137__qubodup__artillery-gunfire__neg5db__noisy.wav,data/processed/val/5338-284437-0030__239137__qubodup__artillery-gunfire__neg5db__clean.wav,239137__qubodup__artillery-gunfire,impulsive,-5,val
data/processed/val/5338-284437-0015__1-43807-D-47__10db__noisy.wav,data/processed/val/5338-284437-0015__1-43807-D-47__10db__clean.wav,1-43807-D-47,stationary,10,val
data/processed/val/2277-149874-0019__239137__qubodup__artillery-gunfire__0db__noisy.wav,data/processed/val/2277-149874-0019__239137__qubodup__artillery-gunfire__0db__clean.wav,239137__qubodup__artillery-gunfire,impulsive,0,val
data/processed/val/5338-284437-0000__1-160563-A-48__0db__noisy.wav,data/processed/val/5338-284437-0000__1-160563-A-48__0db__clean.wav,1-160563-A-48,impulsive,0,val
data/processed/val/7976-105575-0007__4-119648-B-48__neg5db__noisy.wav,data/processed/val/7976-105575-0007__4-119648-B-48__neg5db__clean.wav,4-119648-B-48,impulsive,-5,val
data/processed/val/2277-149896-0026__4-161103-A-47__5db__noisy.wav,data/processed/val/2277-149896-0026__4-161103-A-47__5db__clean.wav,4-161103-A-47,stationary,5,val
data/processed/val/2277-149874-0018__4-175000-C-40__10db__noisy.wav,data/processed/val/2277-149874-0018__4-175000-C-40__10db__clean.wav,4-175000-C-40,stationary,10,val
data/processed/val/2086-149220-0033__1-172649-B-40__10db__noisy.wav,data/processed/val/2086-149220-0033__1-172649-B-40__10db__clean.wav,1-172649-B-40,stationary,10,val
data/processed/val/174-50561-0011__1-64473-A-45__5db__noisy.wav,data/processed/val/174-50561-0011__1-64473-A-45__5db__clean.wav,1-64473-A-45,stationary,5,val
data/processed/val/174-50561-0008__2-165801-A-48__10db__noisy.wav,data/processed/val/174-50561-0008__2-165801-A-48__10db__clean.wav,2-165801-A-48,impulsive,10,val
data/processed/val/174-84280-0004__4-169127-B-41__0db__noisy.wav,data/processed/val/174-84280-0004__4-169127-B-41__0db__clean.wav,4-169127-B-41,stationary,0,val
data/processed/val/5536-43363-0011__3-115382-A-44__0db__noisy.wav,data/processed/val/5536-43363-0011__3-115382-A-44__0db__clean.wav,3-115382-A-44,stationary,0,val
data/processed/val/174-84280-0006__4-161103-A-47__0db__noisy.wav,data/processed/val/174-84280-0006__4-161103-A-47__0db__clean.wav,4-161103-A-47,stationary,0,val
data/processed/val/5338-24640-0003__4-161105-A-47__10db__noisy.wav,data/processed/val/5338-24640-0003__4-161105-A-47__10db__clean.wav,4-161105-A-47,stationary,10,val
data/processed/val/2086-149220-0016__2-117616-A-48__5db__noisy.wav,data/processed/val/2086-149220-0016__2-117616-A-48__5db__clean.wav,2-117616-A-48,impulsive,5,val
data/processed/val/7976-110124-0023__2-37806-B-40__0db__noisy.wav,data/processed/val/7976-110124-0023__2-37806-B-40__0db__clean.wav,2-37806-B-40,stationary,0,val
data/processed/val/5338-24615-0010__4-186962-A-44__neg5db__noisy.wav,data/processed/val/5338-24615-0010__4-186962-A-44__neg5db__clean.wav,4-186962-A-44,stationary,-5,val
data/processed/val/5338-284437-0008__3-115382-A-44__5db__noisy.wav,data/processed/val/5338-284437-0008__3-115382-A-44__5db__clean.wav,3-115382-A-44,stationary,5,val
data/processed/val/5338-24615-0009__1-116765-A-41__10db__noisy.wav,data/processed/val/5338-24615-0009__1-116765-A-41__10db__clean.wav,1-116765-A-41,stationary,10,val
data/processed/val/7976-105575-0011__2-122066-B-45__0db__noisy.wav,data/processed/val/7976-105575-0011__2-122066-B-45__0db__clean.wav,2-122066-B-45,stationary,0,val
data/processed/val/2086-149220-0048__2-117615-B-48__10db__noisy.wav,data/processed/val/2086-149220-0048__2-117615-B-48__10db__clean.wav,2-117615-B-48,impulsive,10,val
data/processed/val/2086-149220-0026__4-161103-A-47__5db__noisy.wav,data/processed/val/2086-149220-0026__4-161103-A-47__5db__clean.wav,4-161103-A-47,stationary,5,val
data/processed/val/5338-24615-0005__2-165801-A-48__5db__noisy.wav,data/processed/val/5338-24615-0005__2-165801-A-48__5db__clean.wav,2-165801-A-48,impulsive,5,val
data/processed/val/2277-149896-0031__4-161579-A-40__neg5db__noisy.wav,data/processed/val/2277-149896-0031__4-161579-A-40__neg5db__clean.wav,4-161579-A-40,stationary,-5,val
data/processed/val/7976-110124-0011__4-119648-B-48__10db__noisy.wav,data/processed/val/7976-110124-0011__4-119648-B-48__10db__clean.wav,4-119648-B-48,impulsive,10,val
data/processed/val/7976-110124-0007__4-119648-B-48__neg5db__noisy.wav,data/processed/val/7976-110124-0007__4-119648-B-48__neg5db__clean.wav,4-119648-B-48,impulsive,-5,val
data/processed/val/2086-149220-0001__4-165845-B-45__5db__noisy.wav,data/processed/val/2086-149220-0001__4-165845-B-45__5db__clean.wav,4-165845-B-45,stationary,5,val
data/processed/val/2277-149897-0012__4-175000-C-40__0db__noisy.wav,data/processed/val/2277-149897-0012__4-175000-C-40__0db__clean.wav,4-175000-C-40,stationary,0,val
data/processed/val/2277-149897-0026__1-11687-A-47__neg5db__noisy.wav,data/processed/val/2277-149897-0026__1-11687-A-47__neg5db__clean.wav,1-11687-A-47,stationary,-5,val
data/processed/val/7976-110523-0006__1-43807-D-47__neg5db__noisy.wav,data/processed/val/7976-110523-0006__1-43807-D-47__neg5db__clean.wav,1-43807-D-47,stationary,-5,val
data/processed/val/5536-43363-0015__4-195451-A-44__10db__noisy.wav,data/processed/val/5536-43363-0015__4-195451-A-44__10db__clean.wav,4-195451-A-44,stationary,10,val
data/processed/val/7976-110124-0005__3-159445-B-45__10db__noisy.wav,data/processed/val/7976-110124-0005__3-159445-B-45__10db__clean.wav,3-159445-B-45,stationary,10,val
data/processed/val/5338-284437-0032__4-165845-B-45__neg5db__noisy.wav,data/processed/val/5338-284437-0032__4-165845-B-45__neg5db__clean.wav,4-165845-B-45,stationary,-5,val
data/processed/val/2277-149874-0012__1-88409-B-45__10db__noisy.wav,data/processed/val/2277-149874-0012__1-88409-B-45__10db__clean.wav,1-88409-B-45,stationary,10,val
data/processed/val/5536-43363-0005__4-165791-A-45__10db__noisy.wav,data/processed/val/5536-43363-0005__4-165791-A-45__10db__clean.wav,4-165791-A-45,stationary,10,val
data/processed/val/2086-149220-0016__5-235956-A-47__10db__noisy.wav,data/processed/val/2086-149220-0016__5-235956-A-47__10db__clean.wav,5-235956-A-47,stationary,10,val
data/processed/val/7976-110124-0021__4-175000-C-40__neg5db__noisy.wav,data/processed/val/7976-110124-0021__4-175000-C-40__neg5db__clean.wav,4-175000-C-40,stationary,-5,val
data/processed/val/5338-284437-0006__4-161103-A-47__5db__noisy.wav,data/processed/val/5338-284437-0006__4-161103-A-47__5db__clean.wav,4-161103-A-47,stationary,5,val
data/processed/val/2277-149896-0016__1-88409-B-45__0db__noisy.wav,data/processed/val/2277-149896-0016__1-88409-B-45__0db__clean.wav,1-88409-B-45,stationary,0,val
data/processed/val/2277-149874-0016__239137__qubodup__artillery-gunfire__5db__noisy.wav,data/processed/val/2277-149874-0016__239137__qubodup__artillery-gunfire__5db__clean.wav,239137__qubodup__artillery-gunfire,impulsive,5,val
data/processed/val/2277-149896-0005__1-18527-B-44__neg5db__noisy.wav,data/processed/val/2277-149896-0005__1-18527-B-44__neg5db__clean.wav,1-18527-B-44,stationary,-5,val
data/processed/val/2277-149896-0030__1-160563-A-48__0db__noisy.wav,data/processed/val/2277-149896-0030__1-160563-A-48__0db__clean.wav,1-160563-A-48,impulsive,0,val
data/processed/val/5536-43359-0014__4-165791-A-45__0db__noisy.wav,data/processed/val/5536-43359-0014__4-165791-A-45__0db__clean.wav,4-165791-A-45,stationary,0,val
data/processed/val/5338-24640-0005__2-117616-A-48__neg5db__noisy.wav,data/processed/val/5338-24640-0005__2-117616-A-48__neg5db__clean.wav,2-117616-A-48,impulsive,-5,val
data/processed/val/2277-149897-0007__3-118657-B-41__0db__noisy.wav,data/processed/val/2277-149897-0007__3-118657-B-41__0db__clean.wav,3-118657-B-41,stationary,0,val
data/processed/val/5338-284437-0011__1-11687-A-47__5db__noisy.wav,data/processed/val/5338-284437-0011__1-11687-A-47__5db__clean.wav,1-11687-A-47,stationary,5,val
data/processed/val/174-50561-0012__1-22882-A-44__5db__noisy.wav,data/processed/val/174-50561-0012__1-22882-A-44__5db__clean.wav,1-22882-A-44,stationary,5,val
data/processed/val/2086-149220-0047__1-172649-B-40__5db__noisy.wav,data/processed/val/2086-149220-0047__1-172649-B-40__5db__clean.wav,1-172649-B-40,stationary,5,val
